method,m,heterogeneity,replication,seed,equal_objective,optimized_objective,improvement_percent,max_share,entropy,exact_joint_violation,alpha_allocation
bernstein,20,1.5,1,8,69.23273530409143,61.7765188379201,10.769784601780271,0.3409485950841125,0.5737593516790138,0.006016045666568602,"[0.00011454505684917055,0.00015999862212433096,1.866514593808682e-05,0.000546716066751386,3.5186862841249375e-05,0.00033304485104475036,0.00015399520979842105,0.0019333014832661497,0.00020474009383755401,0.016675773359175063,0.00048663380637019825,4.098208667265077e-05,0.0013155817038969374,0.017047429754494088,0.00014400253166441617,0.006557915488266322,0.003076931445558509,0.0010455651329043013,1.3353305865447305e-05,9.563799352702015e-05]"
cantelli,20,1.5,1,8,399.49968710876357,253.9316200758228,36.43759225105725,0.23251788792677408,0.769923082612161,2.320665597412152e-20,"[0.0005387295517245603,0.0006648397048651177,0.0001707680690775311,0.0014343653368941443,0.0002554468739370886,0.0010528070369951424,0.0006490438136072197,0.003132901999077669,0.000776214004778706,0.011476358186173876,0.0013340290303058945,0.00028137030630365304,0.002472013813675034,0.011625894396167449,0.0006222251627008015,0.006585762508637681,0.0041634608963781895,0.0021449675478684865,0.00013798295334460476,0.00048081880675062793]"
cvar,20,1.5,1,8,62.08714726407079,54.41707164716899,12.353725295638442,0.34075975066635267,0.5739657795406282,0.01910458465151782,"[0.00011453746688656843,0.0001600247951157483,1.863955729435885e-05,0.0005472189526538427,3.515481408568041e-05,0.00033325703694004797,0.00015401640320419243,0.0019359585126186968,0.00020480732840098787,0.01666751835264394,0.0004870508608931247,4.094929038419767e-05,0.0013172810183820717,0.017037987533317634,0.00014401575886455298,0.006564632808523564,0.003081162328012339,0.0010468358535621206,1.3331767224972494e-05,9.561956099136243e-05]"
bernstein,50,0.0,1,8,185.84610944249192,185.84610944249192,0.0,0.02,0.9999999999999999,0.005029178285507606,"[0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001]"
cantelli,50,0.0,1,8,1580.3480629279106,1580.3480629216376,3.9693865414567725e-10,0.02,0.9999999999999999,7.405765743059434e-218,"[0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307,0.0010000000000079307]"
cvar,50,0.0,1,8,168.35450385319976,168.35450385319973,1.6882060639843002e-14,0.02,0.9999999999999999,0.01881580581813526,"[0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002,0.0010000000000000002]"
bernstein,50,0.5,1,8,185.8461094424919,183.97442775584673,1.0071137309572429,0.06410998206643531,0.9619826184714289,0.005087267917795941,"[0.00028975829718506924,0.0005317030166538431,0.000331924408706823,0.00047695348665574566,0.0007996620325238539,0.0008096518984135192,0.0007625866119183735,0.003205499103332429,0.0016720235316815815,0.0013994175400983031,0.0011755371993854991,0.0006347043464633752,0.0018133543509955639,0.0013453903353914506,0.0013118320964913646,0.0009507508449713143,0.0007391241068291726,0.001268186908533092,0.0007929888224428978,0.0008226557660555292,0.0016663161924694331,0.0007680578424349852,0.000514970006154533,0.0020696459559825225,0.0007497064233753501,0.0009606800017004785,0.0014755930042485996,0.00115346570008003,0.00033962487762029785,0.000707914989215645,0.0015421273730770887,0.0004324285129501278,0.0013471163071494857,0.0012491997093389382,0.001411122327387726,0.0018964700052710674,0.0015871033079755967,0.0004400968184535007,0.0003881606628476122,0.00044728162403969807,0.0012413465098876563,0.0003411163426738985,0.00040244653412518195,0.0005495007204487133,0.0005345548269997913,0.0008750864292899075,0.0015442658839289088,0.0011144600861531316,0.0004767434305171628,0.0006396928896404615]"
cantelli,50,0.5,1,8,1580.3480629279106,1512.7383741860108,4.278151777314131,0.04243419844782192,0.9848783658311226,1.3663047118334055e-104,"[0.00047990407544932926,0.0007010220457189006,0.0005224701866925923,0.0006551406908907186,0.0009033647605966044,0.0009103459920653165,0.000877152254575147,0.002121709922405392,0.001424592033886402,0.0012767730495258259,0.0011465977375266071,0.0007826564376327198,0.001497426819761122,0.0012461624133590066,0.0012269039096013705,0.0010056070434988967,0.0008603070528617954,0.0012015627390076548,0.0008986823388722304,0.0009193833301904367,0.0014216002618885682,0.000881051202654368,0.0006872017075620449,0.0016239612140735943,0.0008679301737245131,0.0010120942504860597,0.0013191485427684814,0.001133254687647071,0.0005300145007775263,0.0008375735994428926,0.0013554556763426182,0.0006163078474379335,0.001247147750343762,0.0011904311230586779,0.0012833426527137115,0.0015392025675511505,0.0013796468395550544,0.0006231018977981503,0.0005761396261251895,0.0006294263140955433,0.0011858075245985782,0.000531468113055328,0.0005892863512520763,0.0007155384262576055,0.0007033605758679113,0.0009552688643203135,0.0013566122095662074,0.0011094257626129177,0.0006549608570134418,0.0007864740456275353]"
cvar,50,0.5,1,8,168.35450385319973,166.4277854741044,1.14444124451542,0.06411936521204638,0.9619593646413499,0.018830858985967244,"[0.0002895735986004446,0.0005315486157696148,0.0003317401389093268,0.0004767873940287961,0.0007995863190664438,0.0008095795670356357,0.0007624985461067924,0.0032059682606023197,0.001672257070517294,0.0013995586387976577,0.0011755969601358956,0.0006345767772046742,0.001813631506133627,0.0013455121131224072,0.0013119417531268244,0.000950728119133712,0.0007390284037980052,0.0012682806858321904,0.0007929108619184411,0.0008225878684234058,0.0016665479009761526,0.0007679715784720101,0.0005148118134305948,0.002069992786690059,0.0007496141464916953,0.000960660863898307,0.0014757608621412779,0.001153517320484376,0.00033944097082042165,0.0007078093723872203,0.0015423180611441496,0.0004322546022632234,0.0013472387059641183,0.0012492865443339874,0.0014112675767382567,0.0018967711624712869,0.0015873091055420194,0.0004399241328999604,0.0003879807902155968,0.00044711013396506156,0.0012414304683056212,0.0003409325155650051,0.00040226836792069,0.0005493505452601982,0.0005344010901890734,0.0008750367279479816,0.001544457296555947,0.0011144973111225185,0.0004765772971957159,0.0006395667503439744]"
bernstein,50,1.0,1,8,185.84610944249192,179.1421004467504,3.607290470514808,0.1569284763447818,0.8657096158349521,0.005243543927722122,"[6.446263431069545e-05,0.00021471570892776185,8.4362840936106e-05,0.00017306864365891882,0.00048316086830696415,0.0004952478534098585,0.0004396111395532353,0.007846423817237769,0.002108128442545967,0.0014757522055036496,0.0010414823206021018,0.0003051975010304199,0.002481126803052289,0.0013639582909529533,0.0012967632379388646,0.0006819821718827536,0.000413116167391985,0.0012119393030463525,0.00047517020579407885,0.0005112059239061357,0.002093715643868277,0.0004459081431035861,0.0002015124921863434,0.0032368959112293195,0.0004249640915389779,0.0006962509110861739,0.0016409638888975721,0.0010027979136139873,8.828376178501396e-05,0.0003791514142734177,0.0017925482903628697,0.00014249703305517145,0.001367460744302788,0.0011759433915555558,0.0015005600908942966,0.0027149780925839386,0.0018988723539466491,0.00014755139253953137,0.000115034065902928,0.000152366670734666,0.0011612156658160813,8.905341792227023e-05,0.0001235772504965068,0.0002292177304996789,0.00021700762103846904,0.0005781238043017279,0.0017975332799078634,0.0009362392090942662,0.00017291747131731398,0.00030998217214747394]"
cantelli,50,1.0,1,8,1580.3480629279106,1348.1155825426592,14.695021042073119,0.0803127257132271,0.9435934192110634,3.496624545235377e-56,"[0.00020540662529113164,0.00043826681311222353,0.0002434567263105883,0.00038278035428354965,0.0007277543753988058,0.0007390453972085583,0.000686135784207747,0.004015636285660968,0.0018098614153398596,0.0014537272389881521,0.001172396815864659,0.000546272763645634,0.0019996865556554614,0.0013848530738739123,0.0013423783206374367,0.0009018010445242535,0.000660036828838762,0.0012874966980893103,0.0007202300138619993,0.0007537909429184977,0.001802266681427675,0.0006922487085122117,0.0004211581607412615,0.0023519952352342244,0.0006717849485373833,0.0009134732780426346,0.0015518325498615922,0.0011452688630424982,0.000250537704421409,0.0006256173203100463,0.0016384384289740124,0.00033875113641263746,0.0013870440403779042,0.001263751109231377,0.0014687268739786482,0.0021128398091503665,0.0016974496012073426,0.00034626024555946,0.00029603721498331964,0.00035332426644375987,0.001253953200307291,0.0002519137044600764,0.00030970038947607486,0.0004566038897277163,0.00044119544968440887,0.0008137803553395508,0.0016412358601951514,0.001097612131935345,0.000382570258424962,0.0005516145102833453]"
cvar,50,1.0,1,8,168.35450385319976,161.4541990419803,4.098675505133098,0.15687853999021065,0.8656857504432544,0.018873395346488447,"[6.436086274430803e-05,0.00021455355503079344,8.424568645833342e-05,0.00017291350869063735,0.0004830305680016229,0.0004951208804923215,0.0004394698049238642,0.007843926999510533,0.0021086380100192826,0.0014760270209279117,0.001041567792503768,0.00030503438567039854,0.00248173669858286,0.0013641854446902798,0.0012969612120938513,0.0006819175236330523,0.00041296893324567594,0.0012121000467359936,0.0004750377660803293,0.000511083504782238,0.0020942207002729264,0.0004457683055361086,0.0002013520181452183,0.0032376006400897605,0.0004248194134980072,0.0006961916721661833,0.0016413064373130913,0.0010028663955851582,8.816397522553225e-05,0.000378997650812658,0.0017929494165926652,0.00014235073714921685,0.0013676894093224141,0.0011760882506405919,0.0015008453015178873,0.002715633591241065,0.0018993121904070844,0.00014740338246107043,0.0001148991431661774,0.00015221712583883906,0.0011613540175452886,8.89331284373442e-05,0.00012343838958592374,0.00022905424929148092,0.0002168452224315349,0.0005780222523298425,0.0017979362669210712,0.0009362787123851214,0.00017276237161025694,0.00030981942766242763]"
bernstein,50,1.5,1,8,185.8461094424919,172.1552097556247,7.366793810178577,0.30587867352452036,0.7297358423851243,0.0054960927246728054,"[1.1574003595753935e-05,6.936834064995192e-05,1.727119589224058e-05,5.032040940628401e-05,0.00023222509273693176,0.0002409393248010181,0.00020172319178253842,0.01529393367625052,0.0020993867371259843,0.0012304051550740217,0.0007306438402155298,0.00011711110776376274,0.0026808881962551052,0.0010935922914380165,0.0010139956375248907,0.00038828663145496644,0.00018387315430945332,0.0009164331113482923,0.00022652271491583974,0.00025260586791896823,0.002077895821484648,0.0002060453122029741,6.311384604438046e-05,0.0039986244275648395,0.00019178771151907,0.0004004710303153248,0.0014422511360580093,0.0006904695135701353,1.847898601231787e-05,0.00016180495890053383,0.0016463332649230599,3.767878238245561e-05,0.0010977961171908602,0.0008760387776425202,0.0012614908909935596,0.003069354044675629,0.0017948129567776693,3.968508911732462e-05,2.7398078418625073e-05,4.162804447720664e-05,0.0008596875869439486,1.8719198178668437e-05,3.048037965687476e-05,7.64584845650678e-05,7.047370807116956e-05,0.0003034683646091323,0.001653197815648578,0.0006231444642031235,5.02549927303588e-05,0.0001198565347419736]"
cantelli,50,1.5,1,8,1580.348062927911,1144.4446511578878,27.582747243820766,0.13736237225201298,0.883239532161412,1.3131679005947389e-33,"[7.942749055447947e-05,0.0002475316902934338,0.00010248891883015766,0.00020204720939351442,0.0005296367637194285,0.0005420095000989759,0.0004848624468567139,0.006868118612519587,0.0020771023799958056,0.0014952278846484903,0.001082919930423871,0.0003444512938135903,0.002412349086222533,0.0013902352642081207,0.0013267685906238065,0.0007305639995148052,0.00045746450314240695,0.0012462415699057425,0.0005214445795915934,0.0005583104453316479,0.0020640407138174622,0.0004913560271091685,0.0002331805906285376,0.0030773137612516263,0.0004697315973772521,0.0007447927868336258,0.0016491162017172368,0.001045553027705718,0.00010699241728305576,0.00042215375600044755,0.0017890835491555525,0.00016821092641705943,0.0013935357977891655,0.0012119244890456777,0.0015184295946600278,0.0026200081143223884,0.0018866097544050406,0.00017383458839284328,0.00013742234230350488,0.00017918088741022373,0.0011978579520104814,0.00010787501754965127,0.0001470445506179362,0.00026322711757227504,0.0002500167983119016,0.0006262633396176829,0.0017936676958922324,0.0009809779241595914,0.00020188089639359944,0.0003495156239701956]"
cvar,50,1.5,1,8,168.3545038531998,154.2662064401245,8.368233157195405,0.30556228037018407,0.7298773660300326,0.018949598598623087,"[1.1546057318785536e-05,6.929019400592559e-05,1.7234457189400326e-05,5.025217658922127e-05,0.0002321551514417339,0.00024087243573184158,0.00020164403275985056,0.015278114018509203,0.002100761128454624,0.0012310789971105257,0.0007308960263641079,0.00011702222511325244,0.0026826496742775943,0.0010941489421547777,0.0010144842378728915,0.00038829195099075964,0.00018378978905114377,0.000916838907844602,0.00022645087219502774,0.0002525433292458265,0.002079254426492678,0.00020596731078803164,6.303849829866436e-05,0.004000929758485644,0.0001917060935412102,0.0004004836580123874,0.0014431048628126206,0.0006906896271057511,1.8440578048224243e-05,0.00016171780712836075,0.0016473560718908104,3.761984602667955e-05,0.0010983563683042508,0.0008764106144751693,0.0012621913054521314,0.003071326621390837,0.0017959550458277738,3.9624498824104044e-05,2.7348920635290397e-05,4.156592135257391e-05,0.0008600457486100973,1.8680465199720722e-05,3.0428038636811043e-05,7.637763013180777e-05,7.039510801050361e-05,0.0003034279117546326,0.0016542262132574188,0.0006233121581897394,5.0186801689435e-05,0.0001197674854055449]"
bernstein,100,0.0,1,8,389.89492070408096,389.8949207040099,1.822395466134789e-11,0.009999999999999998,0.9999999999999997,0.004819019567267525,"[0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889,0.0005000000000013889]"
cantelli,100,0.0,1,8,4471.01778122163,4471.01778122163,0.0,0.009999999999999997,0.9999999999999997,-0.0,"[0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005]"
cvar,100,0.0,1,8,355.4380693853894,355.4380693853894,0.0,0.009999999999999997,0.9999999999999997,0.018766978232792247,"[0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005]"
bernstein,100,0.5,1,8,389.89492070408096,386.7107871013902,0.8166645507822354,0.0298490968729976,0.9712916612226057,0.004863832168884903,"[0.00031887017184020576,0.00014624707787925622,0.00023029166304883037,0.00032202330734149986,0.00019034556926624387,0.0003907280190994344,0.00019791521706778752,0.0013136031358924334,0.0006619968053066191,0.0004390597543180564,0.0004110904933314437,0.00043812060989905223,0.0007527414818154373,0.0004582422457740816,0.00044031000820867643,0.00032300589738046975,0.0003141056865842521,0.00102859970442258,0.0005974794259122871,0.00037232520507937965,0.0004394881669012215,0.0007681274644289212,0.00015527055387592494,0.0005484365815189166,0.0004499020149868611,0.0005764516397135527,0.00045478130267063174,0.0004231524970706432,0.00027377708133752006,0.0005061003624489359,0.00042316167337307824,0.00014391485730067842,0.00029625376244098796,0.0006508818909007909,0.00036038783347623805,0.001016415514335271,0.0007168816714010384,0.00041061776023951625,0.00024563667945107286,0.00025981073135599114,0.0004656771930267029,0.00044790459568532415,0.00027035721980679694,0.00011761713575033093,0.0002967264650503281,0.00045029432611455524,0.00035669968984283935,0.000483948953024296,0.00015917629448764734,0.0004727080489669521,0.00030762061939660344,0.0004731573036769408,0.0004819822425587633,0.0002399008624440615,0.0008636539041295923,0.0009384135880757887,0.00033608341522915476,0.0014924548436381787,0.0003527652002532634,0.0004511566211051396,0.0009815841464653867,0.000360314892707875,0.00048668222992688157,0.0009389946400750559,0.0006835625142099227,0.00034988934062533033,0.0004228602639045708,0.0002217626412456047,0.0008334878167847849,0.0008543450738694245,0.0009666728810840861,0.00039599821405666914,0.0004543797234120583,0.001259996927237213,0.00012039755862709985,0.0005026529528524464,0.000861607681020869,0.0002510511384568636,0.0003981953824817939,0.0001888314957301289,0.0010546056704883486,0.0005267827684810348,0.0008641220680195518,0.0004278268904172964,0.0005789816059061658,0.000501652330594776,0.0004097977116411935,0.00031100371536638203,0.0003960104813254017,0.000517221371020309,0.0006488958132750225,0.0004147019998824168,0.0007364292199376892,0.0008061674479078423,0.00022607265691260159,0.0003512747367662713,0.0004763248321478637,0.00047381322669563835,0.00032451043331379253,0.0004956874637752422]"
cantelli,100,0.5,1,8,4471.017781221632,4300.280271178768,3.818761597414455,0.020331608534610062,0.9886274557404344,5.198029720565971e-216,"[0.00038994507887650206,0.00023915300632806297,0.00031805772291459457,0.0003923518345292647,0.00028222755016491023,0.0004427415271131957,0.00028922168583413074,0.0009396904510325366,0.0006148383640992945,0.0004761607711429096,0.00045700474796124297,0.0004755253212216283,0.0006658841265190716,0.0004890277455991186,0.0004770059140878488,0.0003930999891654176,0.00038629104007267167,0.000807967935397778,0.0005768735200377417,0.00042960321493857705,0.00047645047249827847,0.0006742955787065808,0.0002483286817689611,0.0005469396232292037,0.0004834594164054726,0.0005641602069441228,0.0004867218398239316,0.00046532559874157427,0.00035446207750895303,0.0005202551204901717,0.0004653318939038662,0.00023674696910800703,0.00037240692238215485,0.000608403951914369,0.0004209472029235779,0.0008020357455396879,0.0006460152094894713,0.0004566767388009257,0.0003311809354658071,0.0003430277176962168,0.0004939588079990908,0.0004821199576015924,0.00035168320089008504,0.00020850766500300256,0.0003727786169154932,0.00048372222869063713,0.0004182507035942528,0.0005059498671768771,0.00025223750319355366,0.0004985940071656966,0.0003812831601031153,0.000498889278011965,0.0005046676825352487,0.00032631318895854234,0.0007251195730692423,0.0007633747180747715,0.0004029758002084004,0.0010165804267480512,0.00041536227588067595,0.00048429957689061676,0.0007849211874034123,0.00042089397691689843,0.0005077284752668856,0.0007636672700315134,0.0006272041968777391,0.00041324319799737163,0.00046512509232994305,0.00031061976767941796,0.0007093187628662192,0.0007202670200166207,0.0007775217826934896,0.0004464599891606539,0.0004864538442763256,0.0009158502007255564,0.0002115986482016102,0.0005180449332486238,0.0007240546686514589,0.0003357363726215428,0.00044800460889000775,0.0002808160120720298,0.0008205380445763097,0.0005333948127698512,0.000725363078216667,0.00046852557400997054,0.0005656992144684286,0.0005174023234977405,0.00045610739758151456,0.00038390063105532015,0.0004464686222400795,0.0005273456460617905,0.0006072497322428645,0.0004595058460382845,0.000656892750468877,0.0006948145742141578,0.0003143917746314766,0.0004142648579751043,0.0005009680622415113,0.0004993201866091384,0.0003942438725305843,0.0005135613024173614]"
cvar,100,0.5,1,8,355.4380693853894,352.16065256724255,0.9220781622559516,0.02986100254012355,0.9712635319485672,0.018777819206027484,"[0.0003187741094427333,0.00014612953540670446,0.00023017556698252224,0.000321928208646813,0.00019022606682566668,0.00039065723759946716,0.00019779602467175303,0.0013140839138764458,0.0006620624630668187,0.0004390092903813951,0.00041102798713977775,0.0004380697297095027,0.0007528611522109937,0.0004582004540905606,0.00044026009965292105,0.00032291110201218624,0.00031400819637222724,0.0010288945825951818,0.0005975085833497064,0.00037224733496829066,0.0004394378931129494,0.0007682565406560281,0.00015515203114530778,0.0005484393542430124,0.0004498564135179912,0.0005764693247945677,0.00045473792286394497,0.00042309509245722077,0.0002736689830163652,0.0005060815036714057,0.0004231042726948162,0.0001437976226724883,0.00029615123852224636,0.0006509411330354281,0.00036030557779811843,0.0010167024640843829,0.0007169796783223921,0.00041055505704997846,0.0002455229476234971,0.0002596996381305711,0.00046563884675808573,0.00044785809065789914,0.00027024835344347404,0.0001175050986252412,0.0002966240677587541,0.00045024890251931703,0.00035661611470249894,0.0004839192625000582,0.0001590574471992679,0.00047267300224700245,0.00030752124184512476,0.0004731224691324484,0.0004819516078784492,0.00023978618476261002,0.0008638425963720505,0.00093865004378363,0.0003359927897517778,0.0014930501270061778,0.00035268023651729134,0.00045111158893912666,0.0009818484849845317,0.00036023261076847897,0.0004866538564298934,0.00093923146982303,0.000683640755560773,0.0003498033745119848,0.0004228027340125226,0.00022164546870749734,0.0008336574819596009,0.0008545278773452619,0.0009669275688204033,0.0003959295322619411,0.0004543361599879617,0.0012604428936731178,0.00012028481001543822,0.0005026323851102247,0.0008617950775589719,0.00025093836496065325,0.00039812758490042103,0.00018871195180447653,0.00105491749698473,0.0005267743328459485,0.0008643110568088209,0.00042777150079041095,0.0005790006590890257,0.0005016312683872196,0.0004097346672567321,0.0003109053142213197,0.0003959418044542535,0.0005172080811655592,0.0006489539142582669,0.00041464100609025134,0.000736538989051684,0.0008063200318032679,0.0002259560063303593,0.00035118925219283976,0.00047629149808187885,0.0004737787022182339,0.0003244161051477221,0.0004956634688096278]"
bernstein,100,1.0,1,8,389.89492070408113,377.9318595693728,3.0682782717725954,0.06948422518565164,0.8936061768255394,0.00499047213893982,"[0.0001577994901278614,3.35607917342643e-05,8.263487119029666e-05,0.0001609190316598963,5.6610076319178043e-05,0.00023648144721874611,6.116608126618384e-05,0.0026837225921469325,0.0006773389264659519,0.00029834721079480015,0.00026166784996906165,0.0002970764358818872,0.0008759659687386213,0.00032489936861303156,0.0003000431792197176,0.0001618973952057604,0.00015314370652945073,0.0016392932225784734,0.0005517783487512826,0.00021481772569472302,0.00029892780865820273,0.0009122050705657782,3.779188547504942e-05,0.0004650047407320545,0.00031321528510556957,0.0005136572787662444,0.0003200247433873516,0.0002771902053154832,0.00011652695565249411,0.00039610322181238657,0.00027720218493496897,3.250784106933376e-05,0.00013631902716277754,0.0006547816454661879,0.00020132254000336002,0.001600471963679627,0.000794390000930519,0.00026106863515231083,9.393254135836968e-05,0.00010500955857896064,0.00033549641426861975,0.0003104489310470096,0.00011365143600966492,2.179046316494509e-05,0.00013675191765783091,0.0003137600697379817,0.00019724175530905458,0.0003622652637669907,3.970072725993851e-05,0.0003456746969318484,0.00014691863041215567,0.00034633025953675786,0.00035933436608294315,8.962509138356708e-05,0.0011538910741600772,0.0013631696579864809,0.0001752011558972234,0.003474211259279142,0.00019293452577254607,0.00031495917036128516,0.001492108460895715,0.00020124142832508184,0.0003663584127592891,0.0013648657177736266,0.0007222070266004981,0.00018981633626835858,0.00027680883215269096,7.666755427444591e-05,0.001074458447972625,0.0011290723528055858,0.001446901471879063,0.0002428776177403778,0.00031946152823609424,0.0024671934491591165,2.2823196939748755e-05,0.00039073722534694124,0.001148412033050301,9.809121800868799e-05,0.00024556948468582225,5.5719867269562325e-05,0.0017237426913982177,0.00042906914174029883,0.0011551465091507885,0.0002833262409766995,0.0005181710429650495,0.00038918661881200996,0.00026003081331399424,0.0001501499810769349,0.00024289260572713526,0.0004136643532079712,0.0006507916113349546,0.00026626836940682924,0.0008383574884287498,0.0010049993136881101,7.96551789044762e-05,0.00019131529548092348,0.0003509701018043176,0.00034728851798524,0.00016340120785036819,0.0003800075346145791]"
